timestamp,target_pwm
1750917001.603839,0.0
1750917001.612412,0.0
1750917001.6271331,0.0
1750917001.637128,0.0
1750917001.645178,0.0
1750917001.6520247,0.0
1750917001.673959,0.0
1750917001.690436,0.0
1750917001.7028687,0.0
1750917001.7140505,0.0
1750917001.7284029,0.0
1750917001.7333977,0.0
1750917001.748005,0.0
1750917001.7567773,0.0
1750917001.7650378,0.0
1750917001.7807493,0.0
1750917001.803111,0.0
1750917001.8182049,0.0
1750917001.8262377,0.0
1750917001.8512392,0.0
1750917001.8644643,0.0
1750917001.8874207,0.0
1750917001.9006069,0.0
1750917001.9227128,0.0
1750917001.9405837,0.0
1750917001.9552565,0.0
1750917001.9724731,0.0
1750917001.983613,0.0
1750917002.0049756,0.0
1750917002.0149453,0.0
1750917002.0352376,0.0
1750917002.0463822,0.0
1750917002.0589695,0.0
1750917002.0747235,0.0
1750917002.090961,0.0
1750917002.105598,0.0
1750917002.1173205,0.0
1750917002.1364462,0.0
1750917002.149031,0.0
1750917002.1710525,0.0
1750917002.188041,0.0
1750917002.199304,0.0
1750917002.2141128,0.0
1750917002.225713,0.0
1750917002.2368724,0.0
1750917002.249497,0.0
1750917002.2636595,0.0
1750917002.2782695,0.0
1750917002.2889001,0.0
1750917002.3136594,0.0
1750917002.3270402,0.0
1750917002.338646,0.0
1750917002.3586502,0.0
1750917002.394085,0.0
1750917002.4110522,0.0
1750917002.4298167,0.0
1750917002.4442515,0.0
1750917002.4705842,0.0
1750917002.4874637,0.0
1750917002.496563,0.0
1750917002.5063589,0.0
1750917002.515461,0.0
1750917002.5304031,0.0
1750917002.5447824,0.0
1750917002.5593991,0.0
1750917002.574256,0.0
1750917002.5912313,0.0
1750917002.6015975,0.0
1750917002.615301,0.0
1750917002.6337287,0.0
1750917002.6466272,0.0
1750917002.661724,0.0
1750917002.6823974,0.0
1750917002.7118227,0.0
1750917002.7376788,1539
1750917002.7640502,1539
1750917002.787537,1539
1750917002.807836,1539
1750917002.829378,1539
1750917002.8508313,1539
1750917002.8727977,1538
1750917002.8955991,1538
1750917002.9085822,1538
1750917002.9248962,1538
1750917002.939817,1538
1750917002.975467,1539
1750917003.0324073,1539
1750917003.0562868,1539
1750917003.0697541,1539
1750917003.091831,1539
1750917003.1394522,1539
1750917003.1705995,1539
1750917003.194873,1539
1750917003.2291589,1539
1750917003.2582843,1539
1750917003.2778757,1539
1750917003.302462,1540
1750917003.3222525,1540
1750917003.352832,1541
1750917003.3743203,1541
1750917003.391986,1541
1750917003.41732,1541
1750917003.433606,1543
1750917003.4525266,1543
1750917003.4702945,1544
1750917003.4909437,1545
1750917003.5234632,1545
1750917003.555756,1545
1750917003.584145,1545
1750917003.6107717,1548
1750917003.6436694,1548
1750917003.665423,1548
1750917003.6969748,1549
1750917003.756078,1549
1750917003.771742,1549
1750917003.7970803,1549
1750917003.821165,1549
1750917003.8467748,1549
1750917003.8587172,1550
1750917003.8915472,1550
1750917003.9133925,1550
1750917003.9256227,1550
1750917003.9543614,1550
1750917003.9926467,1550
1750917004.0219016,1550
1750917004.0431995,1550
1750917004.0724885,1550
1750917004.091405,1550
1750917004.1281934,1550
1750917004.143797,1550
1750917004.1674829,1550
1750917004.1955037,1550
1750917004.2324765,1550
1750917004.259418,1550
1750917004.2906108,1550
1750917004.3156774,1550
1750917004.3338017,1550
1750917004.3611326,1550
1750917004.3920078,1550
1750917004.4114091,1550
1750917004.4402094,1550
1750917004.4565892,1550
1750917004.477146,1550
1750917004.4937294,1550
1750917004.5124614,1550
1750917004.5314417,1550
1750917004.5586476,1550
1750917004.5830584,1551
1750917004.5985472,1551
1750917004.6359732,1551
1750917004.6672761,1551
1750917004.6948562,1551
1750917004.7371018,1551
1750917004.7656453,1551
1750917004.7945268,1551
1750917004.8163898,1551
1750917004.828127,1551
1750917004.8416812,1551
1750917004.8588264,1551
1750917004.8866093,1551
1750917004.9083438,1552
1750917004.9225245,1552
1750917004.9580407,1552
1750917004.984325,1552
1750917005.0171022,1552
1750917005.0461848,1552
1750917005.071517,1552
1750917005.0912545,1552
1750917005.110872,1552
1750917005.1674168,1552
1750917005.1879892,1555
1750917005.2170417,1555
1750917005.2378983,1555
1750917005.2984643,1555
1750917005.3242157,1562
1750917005.356027,1562
1750917005.387402,1562
1750917005.408739,1563
1750917005.4274957,1563
1750917005.4463885,1563
1750917005.4784875,1563
1750917005.5169134,1563
1750917005.5375478,1561
1750917005.562453,1561
1750917005.5796733,1560
1750917005.602524,1560
1750917005.6294177,1559
1750917005.6534357,1559
1750917005.6781776,1558
1750917005.7144802,1558
